GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,RESIDENCE_STRATUM,SOCIAL_SUPPORT,HOUSEHOLD_SIZE,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,REFRIGERATOR,PHONE,MOBILE,HOUSEHOLD_INCOME,JOB,PUBLIC_SCHOOL,SCHOOL_TYPE,QR_PRO,ENG_PRO
M,2.0,2.0,Independent,Independent,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,97,65
M,1.5,2.0,Other occupation,Home,2.0,Level 2,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,88,30
M,2.0,1.5,Operator,Home,3.0,Level 1,4.0,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,100,58
F,2.0,2.5,Executive,Small entrepreneur ,2.0,Level 1,7.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,93,33
M,2.0,2.0,Independent,Independent,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,67,55
F,1.5,1.5,Independent,Home,3.0,Level 2,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,75,75
M,0.5,0.5,Home,Home,2.0,Level 2,5.0,No,No,No,No,No,No,No,No,Yes,Yes,1.0,0.0,yes,ACADEMIC,86,39
M,3.0,2.5,Technical or professional level employee,Technical or professional level employee,2.0,None,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,5.0,0.0,yes,ACADEMIC,92,86
M,3.0,2.0,Operator,Home,3.0,None,7.0,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,2.0,1.0,yes,ACADEMIC,86,72
F,1.5,3.0,Technical or professional level employee,Technical or professional level employee,2.0,None,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,94,49
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,4.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,66,51
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,71,95
M,0.5,2.0,Operator,Operator,2.0,Level 2,4.0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,100,97
M,3.0,1.0,Technical or professional level employee,Other occupation,1.0,Level 1,3.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,1.0,0.0,yes,ACADEMIC,100,88
M,3.0,3.0,Independent,Independent,3.0,None,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,97,61
F,2.0,2.0,Other occupation,Other occupation,2.0,None,5.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,4.0,0.0,yes,ACADEMIC,66,63
F,0.5,2.0,Operator,Independent,1.0,Level 1,4.0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,1.0,0.0,yes,ACADEMIC,60,25
M,2.0,3.0,Retired,Small entrepreneur ,3.0,None,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,99,94
F,2.0,2.0,Independent,Independent,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,92,62
F,3.0,2.0,Entrepreneur ,Auxiliary or Administrative,2.0,None,5.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,4.0,0.0,no,TECHNICAL/ACADEMIC,79,83
M,2.0,1.5,Operator,Home,3.0,None,6.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,3.0,0.0,yes,ACADEMIC,92,83
M,3.0,1.0,Independent,Home,2.0,Level 1,6.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,95,62
M,3.0,2.5,Auxiliary or Administrative,Technical or professional level employee,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,99,44
M,3.0,3.0,Independent,Home,2.0,None,3.0,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,63,83
M,3.0,3.0,Independent professional,Independent professional,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,89,87
M,2.0,3.0,Entrepreneur ,Entrepreneur ,2.0,Level 2,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4.0,0.0,yes,TECHNICAL/ACADEMIC,96,93
M,3.0,3.0,Technical or professional level employee,Operator,2.0,Level 2,4.0,No,No,No,No,No,No,No,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,87,43
M,1.0,0.5,Independent,Home,2.0,Level 2,3.0,No,No,No,No,No,No,No,Yes,Yes,No,1.0,0.0,yes,ACADEMIC,99,65
M,3.0,2.5,Operator,Home,2.0,Level 2,2.0,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL,98,89
M,3.0,3.0,Independent professional,Executive,3.0,None,4.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,89,87
F,3.0,3.0,Independent,Independent,1.0,Level 1,2.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,50,28
M,1.0,1.5,Operator,Home,1.0,Level 1,3.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,93,25
F,3.0,1.5,Technical or professional level employee,Independent,2.0,Level 2,4.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,93,27
F,3.0,2.0,Independent professional,Small entrepreneur ,2.0,None,3.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5.0,0.0,yes,TECHNICAL/ACADEMIC,92,62
F,2.0,2.0,Operator,Independent,3.0,Level 2,8.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL,40,18
F,2.5,2.0,Other occupation,Independent,3.0,Level 2,7.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL,81,91
F,3.0,,Operator,Home,2.0,Level 2,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL,86,79
M,2.0,2.0,Technical or professional level employee,Home,1.0,Level 1,4.0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,99,64
M,,2.0,Independent,Small entrepreneur ,2.0,Level 1,5.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL,89,94
M,2.0,0.5,Operator,Independent,2.0,None,3.0,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,100,93
M,2.0,2.0,Other occupation,Other occupation,2.0,Level 2,4.0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,91,52
M,3.0,3.0,Retired,Retired,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,100,93
F,1.0,1.0,Independent,Home,2.0,Level 2,9.0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,52,23
F,0.5,3.0,Retired,Technical or professional level employee,2.0,Level 2,7.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,35,54
F,2.0,3.0,Small entrepreneur ,Small entrepreneur ,2.0,Level 2,4.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,83,27
F,3.0,2.0,Technical or professional level employee,Home,2.0,None,3.0,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,2.0,0.0,yes,ACADEMIC,93,40
M,2.0,2.0,Operator,Auxiliary or Administrative,2.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,86,27
M,2.0,2.0,Independent,Independent,3.0,None,7.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,91,61
M,2.0,3.0,Retired,Home,3.0,None,4.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,81,75
F,1.0,1.5,Independent,Independent,2.0,Level 2,3.0,No,Yes,Yes,No,No,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,99,86
F,3.0,3.0,Independent professional,Independent professional,2.0,Level 3,3.0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,96,77
F,4.0,3.0,Executive,Technical or professional level employee,2.0,None,2.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,99,100
M,1.5,2.0,Independent professional,Home,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,77,66
M,0.5,2.0,Other occupation,Home,2.0,Level 1,6.0,No,No,No,No,No,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL,97,40
F,2.0,2.0,Small entrepreneur ,Home,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,62,87
M,2.0,1.0,Independent,Home,1.0,Level 1,4.0,No,No,Yes,No,No,No,Yes,Yes,Yes,No,1.0,0.0,yes,ACADEMIC,98,68
M,3.0,3.0,Executive,Retired,6.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,100,100
F,1.0,1.0,Other occupation,Other occupation,1.0,Level 1,5.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,62,71
M,,2.0,Executive,Home,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,yes,TECHNICAL/ACADEMIC,93,74
M,1.0,2.0,Retired,Home,1.0,Level 1,8.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,88,70
M,4.0,3.0,Executive,Executive,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,82,79
F,4.0,3.0,Retired,Home,6.0,None,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,100,90
M,3.0,3.0,Entrepreneur ,Auxiliary or Administrative,6.0,None,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,99,98
F,3.0,2.0,Technical or professional level employee,Independent,1.0,Level 1,8.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL,80,68
F,1.0,4.0,Independent,Technical or professional level employee,2.0,Level 2,5.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,3.0,0.0,yes,TECHNICAL,91,74
F,2.0,3.0,Technical or professional level employee,Home,4.0,None,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,4,76
M,2.0,2.0,Independent,Independent,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.0,0.0,yes,ACADEMIC,61,17
M,3.0,2.5,Technical or professional level employee,Technical or professional level employee,3.0,None,2.0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,100,76
F,4.0,4.0,Technical or professional level employee,Technical or professional level employee,2.0,Level 2,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3.0,0.0,no,ACADEMIC,71,94
M,4.0,4.0,Executive,Independent,5.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,93,91
F,4.0,3.0,Independent professional,Technical or professional level employee,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,80,95
M,3.0,3.0,Technical or professional level employee,Executive,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,95,100
M,3.0,3.0,Technical or professional level employee,Technical or professional level employee,4.0,None,4.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,96,92
M,2.0,3.0,Retired,Independent professional,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,100,100
F,3.0,3.0,Independent,Technical or professional level employee,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,93,95
M,4.0,2.5,Technical or professional level employee,Retired,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,91,99
M,2.0,2.0,Entrepreneur ,Entrepreneur ,3.0,None,5.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,83,95
M,3.0,3.0,Independent professional,Executive,3.0,None,3.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4.0,0.0,no,ACADEMIC,95,95
M,2.0,2.0,Independent,Other occupation,2.0,Level 2,4.0,No,No,No,No,Yes,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,97,78
F,3.0,2.0,Executive,Home,3.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.0,0.0,yes,ACADEMIC,8,40
M,2.0,3.0,Operator,Home,1.0,Level 1,4.0,No,Yes,Yes,No,No,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,57,70
M,2.0,4.0,Independent professional,Technical or professional level employee,2.0,None,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,26,24
F,1.0,2.0,Independent,Home,1.0,Level 1,5.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,2.0,0.0,no,ACADEMIC,84,75
F,2.0,3.0,Auxiliary or Administrative,Technical or professional level employee,2.0,Level 2,3.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,3.0,0.0,yes,ACADEMIC,68,50
F,3.0,3.0,Small entrepreneur ,Executive,3.0,None,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4.0,0.0,no,ACADEMIC,74,90
M,2.0,2.5,Other occupation,Technical or professional level employee,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,89,70
M,3.0,3.0,Entrepreneur ,Entrepreneur ,5.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,100,100
M,3.0,3.0,Entrepreneur ,Entrepreneur ,5.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,88,98
F,3.0,3.0,Entrepreneur ,Entrepreneur ,5.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,100,100
M,3.0,3.0,Entrepreneur ,Entrepreneur ,5.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,100,91
M,2.5,2.0,Auxiliary or Administrative,Home,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,62,46
M,4.0,3.0,Other occupation,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,92,42
M,2.0,2.0,Operator,Auxiliary or Administrative,2.0,Level 2,5.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,42,44
F,2.0,2.0,Independent,Home,2.0,Level 1,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,4.0,0.0,no,ACADEMIC,88,83
F,3.0,4.0,Technical or professional level employee,Technical or professional level employee,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,88,80
F,1.0,2.0,Independent,Home,2.0,Level 1,4.0,No,No,No,No,No,No,No,Yes,Yes,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,41,37
F,3.0,3.0,Independent,Independent,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.0,0.0,no,ACADEMIC,85,57
F,1.5,1.5,Operator,Home,1.0,Level 2,6.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,72,75
M,3.0,4.0,Auxiliary or Administrative,Operator,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,100,98
F,4.0,4.0,Entrepreneur ,Entrepreneur ,6.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,100,96
M,2.0,0.5,Independent,Home,2.0,None,6.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,96,77
F,3.0,3.0,Executive,Executive,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,95,98
M,1.5,3.0,Independent,Auxiliary or Administrative,2.0,Level 2,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,99,75
M,2.0,2.0,Other occupation,Operator,2.0,None,2.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,93,92
F,2.5,3.0,Retired,Executive,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,80,92
F,3.0,3.0,Technical or professional level employee,Executive,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,66,82
M,0.5,3.0,Independent,Technical or professional level employee,3.0,Level 3,10.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,93,72
M,3.0,4.0,Independent,Executive,6.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,98,98
M,3.0,3.0,Technical or professional level employee,Auxiliary or Administrative,2.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,29,63
M,4.0,4.0,Technical or professional level employee,Technical or professional level employee,2.0,Level 2,7.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,83,82
M,3.0,3.0,Operator,Auxiliary or Administrative,2.0,Level 1,6.0,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,95,87
M,2.0,2.0,Small entrepreneur ,Small entrepreneur ,4.0,None,5.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,3.0,0.0,no,TECHNICAL/ACADEMIC,93,77
M,3.0,2.5,Independent,Small entrepreneur ,5.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,67,69
F,1.5,1.5,Auxiliary or Administrative,Home,1.0,Level 1,4.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,1.0,0.0,yes,TECHNICAL/ACADEMIC,86,76
M,1.0,3.0,Operator,Home,2.0,Level 2,5.0,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,2.0,0.0,yes,ACADEMIC,98,76
F,1.0,0.5,Independent,Home,1.0,Level 1,7.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,95,65
F,3.0,3.0,Small entrepreneur ,Technical or professional level employee,2.0,None,5.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,96,66
F,1.0,4.0,Other occupation,Technical or professional level employee,2.0,Level 2,3.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,90,78
M,2.5,1.5,Independent,Home,3.0,None,5.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,90,49
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,2.0,None,4.0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,55,61
M,0.5,3.0,Independent,Operator,3.0,Level 2,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,2.0,0.0,no,TECHNICAL/ACADEMIC,94,82
M,1.0,2.0,Operator,Home,2.0,Level 2,5.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,99,57
F,3.0,2.0,Retired,Home,3.0,None,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,57,67
M,2.0,3.0,Independent,Other occupation,2.0,Level 2,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,99,78
M,,1.5,Operator,Operator,2.0,None,3.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,1.0,1.0,yes,ACADEMIC,31,69
M,1.0,0.5,Home,Other occupation,3.0,None,3.0,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,85,75
M,2.0,1.0,Independent,Other occupation,3.0,Level 3,6.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,70,90
F,3.0,2.5,Independent,Auxiliary or Administrative,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,98,93
F,4.0,4.0,Executive,Executive,3.0,None,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,77,94
F,3.0,3.0,Retired,Executive,4.0,Level 2,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,2.0,no,ACADEMIC,11,47
F,2.5,3.0,Operator,Executive,3.0,Level 2,6.0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,89,68
F,3.0,3.0,Entrepreneur ,Technical or professional level employee,4.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,81,96
M,4.0,3.0,Technical or professional level employee,Home,1.0,Level 1,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,97,76
M,3.0,3.0,Independent,Operator,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,98,99
M,1.0,1.5,Independent,Independent,1.0,Level 1,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,2.0,1.0,yes,TECHNICAL/ACADEMIC,92,77
F,1.5,3.0,Independent,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL,96,33
M,1.0,1.0,Independent,Small entrepreneur ,1.0,Level 1,4.0,No,No,No,No,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,63,48
F,3.0,2.5,Retired,Entrepreneur ,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,98,94
M,2.0,2.0,Operator,Home,2.0,Level 2,5.0,No,No,No,No,No,No,No,Yes,No,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,7,4
M,3.0,2.0,Retired,Home,3.0,None,6.0,No,Yes,Yes,No,No,No,Yes,Yes,No,No,2.0,0.0,no,ACADEMIC,73,83
F,,4.0,Other occupation,Home,5.0,None,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1.0,0.0,no,TECHNICAL,38,78
F,3.0,3.0,Other occupation,Retired,4.0,None,3.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,TECHNICAL,77,72
M,,2.0,Other occupation,Home,3.0,Level 1,3.0,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,100,78
M,0.5,1.5,Other occupation,Other occupation,2.0,Level 2,3.0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,1.0,0.0,yes,ACADEMIC,90,45
M,1.5,1.5,Independent,Independent,3.0,None,3.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,98,92
F,3.0,3.0,Technical or professional level employee,Independent professional,5.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,65,60
F,3.0,3.0,Retired,Independent professional,4.0,None,2.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3.0,0.0,no,ACADEMIC,96,70
M,0.5,2.0,Retired,Retired,3.0,None,2.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,yes,ACADEMIC,99,42
